Brand,Model,Year,Country,Condition,Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Type,Drivetrain,Transmission,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Popularity,Safety_Rating,Number_of_Owners,Market_Demand,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Modification
Lamborghini,Corvette Z06,1996,Asia,salvage,2.2,1465,1063,2298,252,5.7,Electric,RWD,Automatic,7.0,349,53927,223791,Medium,3,4,Low,13744,20000,10.895405102533275,12.318472328019086,
Porsche,Corvette Z06,2015,USA,salvage,5.2,1088,1713,2460,360,2.8,Electric,FWD,CVT,10.7,129,70816,197017,High,4,2,Medium,13379,20000,11.16785436385365,12.191050374104465,GT
BMW,488 GTB,1996,Asia,new,5.0,861,490,2226,388,5.4,Diesel,AWD,DCT,5.1,323,389999,106672,Low,1,2,Medium,14908,1000,12.873902018105829,11.577523359345173,Nismo
Lamborghini,Corvette Z06,1997,Europe,new,2.0,814,649,2165,161,5.8,Diesel,FWD,DCT,14.4,257,65545,114137,Low,3,2,Medium,6758,100000,11.090507465209402,11.645163521596196,
Porsche,DBS,2002,Europe,used,5.7,1318,811,2301,274,5.8,Electric,AWD,Manual,5.4,104,103922,67287,Medium,3,1,High,13914,5000,11.551405519288075,11.116737193642273,
Aston Martin,720S,2013,USA,new,3.4,969,668,2312,375,6.1,Petrol,FWD,DCT,14.6,370,43825,154343,High,3,1,Low,10250,20000,10.687982527555349,11.946939156482808,
Ford,Corvette Z06,1987,Europe,new,2.3,464,1439,1186,339,3.5,Diesel,RWD,CVT,14.7,147,349949,103299,Low,3,2,Low,1319,1000,12.765545566117686,11.54539265510773,Sport
Ford,911 Turbo S,1992,Europe,salvage,2.7,861,893,2082,194,6.8,Electric,RWD,CVT,10.3,303,25455,188464,Low,1,3,Low,758,5000,10.144706750577567,12.146667592237634,Nismo
Nissan,720S,2002,Europe,new,6.9,933,1734,2277,335,2.1,Diesel,RWD,CVT,8.3,380,244224,190409,High,2,3,Medium,12345,200,12.405845210521143,12.156934920968625,
Porsche,DBS,1999,Asia,new,2.3,1314,1136,1354,297,4.4,Petrol,RWD,CVT,6.8,374,393882,179809,High,1,4,High,8839,20000,12.883809189865687,12.099656016825683,
McLaren,GT-R,2001,Europe,used,4.6,519,538,1526,328,3.4,Petrol,AWD,Automatic,6.6,158,183419,105259,Low,4,3,High,3778,20000,12.119533884112935,11.56418875890777,V-Spec
Aston Martin,720S,2002,Asia,new,2.8,889,480,2164,156,5.7,Diesel,FWD,CVT,7.4,280,100814,69404,High,1,3,Medium,4193,20000,11.521042433072175,11.147714190009209,
Bugatti,720S,2020,Europe,new,2.6,1012,1301,1111,301,6.0,Electric,AWD,Manual,9.8,266,340463,131353,Low,4,2,High,10769,5000,12.738064672109978,11.785651247638203,Supercharged
Lamborghini,GT-R,2014,Europe,used,2.9,1101,1218,1262,216,6.1,Diesel,AWD,CVT,12.4,360,46122,175570,Low,2,2,Low,11155,100000,10.739067019969132,12.075798798480928,
Aston Martin,DBS,1982,Asia,new,4.8,1224,1515,1497,219,3.5,Electric,RWD,DCT,9.0,312,412709,172500,High,3,1,Low,8427,200,12.930500446123151,12.058158312538197,
Porsche,Corvette Z06,2013,Asia,used,3.1,1070,1039,1032,246,3.4,Diesel,AWD,CVT,12.8,199,406957,165074,High,1,3,Medium,11321,1000,12.91646526499666,12.014155195062772,Sport
Chevrolet,488 GTB,2012,USA,salvage,2.2,1245,686,2432,202,5.4,Petrol,FWD,Manual,10.6,118,167311,56446,High,3,2,Medium,1411,200,12.02761561183837,10.941057423790042,
Lamborghini,M4 Competition,1996,USA,used,6.7,1032,837,1176,311,6.6,Diesel,AWD,DCT,5.2,423,398595,78845,Medium,3,4,Medium,3600,5000,12.89570365158755,11.275251861871693,V-Spec
Ferrari,GT-R,2024,Asia,new,5.1,1514,846,2188,310,3.3,Electric,FWD,DCT,6.3,123,261173,249148,High,3,3,Medium,8969,1000,12.47294213084799,12.425806390055097,
Ford,GT-R,1998,Europe,new,2.6,1474,1664,1504,242,6.6,Electric,RWD,DCT,10.7,189,478727,4391,Low,1,3,Low,14491,20000,13.07888786541851,8.387539983189367,
Porsche,GT-R,2009,USA,used,4.6,1398,1249,1556,300,5.0,Petrol,RWD,Automatic,6.6,246,112374,39525,High,2,2,Medium,9615,200,11.62959677177392,10.584713962200379,
Ferrari,GT-R,2002,Asia,used,2.0,153,486,2283,207,5.7,Electric,AWD,DCT,11.1,414,364478,95250,High,1,4,Low,6082,50,12.806224215602423,11.4642707916215,Nismo
Nissan,M4 Competition,1994,Asia,used,5.3,686,521,1566,345,4.2,Electric,FWD,Automatic,9.5,416,52539,232145,High,2,2,High,5704,20000,10.86933006323953,12.355121763060556,
BMW,M4 Competition,1993,Europe,restored,3.8,830,222,1035,218,6.0,Petrol,RWD,CVT,11.9,131,355250,29325,High,2,4,High,13691,20000,12.780579860874456,10.286229773537023,
Bugatti,Corvette Z06,1981,Asia,new,2.3,532,906,1664,375,6.9,Electric,RWD,Manual,7.9,144,356498,163106,Low,4,4,Medium,14900,5000,12.784086713783465,12.00216170614307,GT
Bugatti,Mustang GT,2018,USA,new,2.8,1439,444,1327,357,2.9,Electric,AWD,DCT,13.2,331,166133,84817,High,2,2,Low,14993,1000,12.02054997062031,11.34826306340609,
Ferrari,Mustang GT,1997,Europe,used,3.8,570,492,1729,317,3.9,Diesel,FWD,CVT,8.9,229,386976,69467,Medium,4,3,Low,2477,5000,12.866120538721248,11.148621493867005,
Ford,Huracan,1985,Asia,salvage,6.8,1011,457,1952,196,6.3,Diesel,RWD,Automatic,13.0,324,286178,29842,Low,1,1,High,9973,5000,12.564372768150337,10.303705585457301,
Nissan,GT-R,2011,Asia,new,2.7,1505,1010,1494,192,2.9,Diesel,RWD,Automatic,5.2,400,26087,70744,Medium,3,3,Medium,4107,1000,10.169230717469155,11.166837141630053,
Chevrolet,GT-R,2000,Europe,used,2.3,1055,1176,2253,338,4.1,Diesel,FWD,Manual,8.9,260,118956,123726,Medium,2,2,Medium,14244,5000,11.686517362255183,11.72583280457123,
Ford,720S,2019,Europe,new,4.9,1372,1251,1819,319,2.8,Diesel,AWD,CVT,7.2,378,262354,172271,Medium,3,4,High,6072,20000,12.47745382744287,12.056829902055497,
Aston Martin,Mustang GT,2007,Europe,new,5.2,614,1565,1957,211,5.2,Diesel,AWD,Manual,9.4,325,167968,42864,Low,2,4,Medium,1279,20000,12.03153471754926,10.665810921112856,
Bugatti,Corvette Z06,2006,USA,new,2.2,1371,1412,1403,344,3.2,Diesel,RWD,Manual,14.5,205,441404,111490,High,4,3,High,2808,200,12.997718100334636,11.621699149135688,Turbo
Aston Martin,488 GTB,1981,USA,salvage,3.4,1220,1216,1003,204,3.9,Petrol,RWD,DCT,6.6,168,153516,60246,Low,1,1,High,14549,1000,11.941566589062818,11.006208057582091,
Lamborghini,Huracan,2012,Asia,used,3.3,160,1324,1393,256,4.5,Diesel,AWD,DCT,5.9,307,291145,228785,High,4,2,Low,3073,50,12.581580138548187,12.34054234780448,
McLaren,Huracan,1995,Asia,used,2.8,451,1295,2294,198,3.5,Electric,AWD,Manual,5.6,298,378684,42732,Medium,4,4,High,12991,5000,12.844460003916089,10.662726734458161,
Porsche,Corvette Z06,2018,Europe,salvage,3.6,1403,1655,1287,255,5.4,Petrol,RWD,DCT,6.2,236,72061,43659,High,4,2,High,8434,20000,11.185282138565835,10.684187630103935,
Nissan,488 GTB,2001,Asia,new,1.8,695,1211,2160,326,2.6,Diesel,FWD,CVT,5.6,343,360367,74847,High,1,3,High,12558,5000,12.79488101054116,11.223214669383905,
Ford,720S,2022,Asia,used,5.8,139,1515,1634,227,6.4,Diesel,FWD,Automatic,11.8,187,441691,166898,Low,1,4,High,11317,100000,12.99836808557998,12.025144118020233,
Bugatti,M4 Competition,1992,Europe,restored,7.9,807,1491,1804,268,4.4,Electric,RWD,Automatic,6.2,148,281224,24757,Medium,3,4,Medium,3748,20000,12.546910339661027,10.116903948091755,
Aston Martin,Chiron,1981,USA,used,5.7,980,1116,2013,310,4.9,Petrol,RWD,DCT,7.0,125,407745,248667,Low,1,4,Low,8663,5000,12.918399710502586,12.423873952433707,
BMW,Mustang GT,1993,USA,used,3.9,1056,151,1232,177,5.1,Electric,RWD,CVT,11.5,323,307222,72417,Low,4,2,Low,11296,100000,12.635329147244718,11.19021016625781,
Lamborghini,GT-R,2017,USA,new,5.9,414,1046,1276,206,2.3,Electric,RWD,DCT,9.5,382,372295,12480,Low,4,1,Medium,14262,20000,12.827444515779453,9.431962766918453,
Porsche,Corvette Z06,2020,Asia,used,5.3,282,739,1139,318,5.8,Petrol,AWD,CVT,5.5,268,129506,150665,Low,1,4,Medium,6957,100000,11.771490212714916,11.922820745357708,
Porsche,Mustang GT,2007,Europe,new,7.0,500,1222,1629,269,6.7,Electric,FWD,Automatic,14.7,438,229244,121201,High,3,2,Medium,3927,200,12.342546579630046,11.705213854131365,
Ford,GT-R,1986,USA,new,5.6,430,1402,1081,269,4.6,Petrol,FWD,CVT,11.0,310,151293,89882,Medium,4,3,Medium,3164,20000,11.926980242678152,11.406264103579353,
Nissan,Chiron,1997,Asia,new,5.7,275,1640,2180,356,4.0,Electric,FWD,Automatic,11.1,206,92630,190027,Low,2,2,Low,11357,100000,11.436379137828363,12.154926708706016,Sport
Chevrolet,Chiron,2020,Europe,new,3.0,1205,997,1643,153,5.9,Petrol,AWD,DCT,13.5,442,242649,16876,Medium,3,3,Low,4393,20000,12.399375354833362,9.733707027236484,Track Edition
BMW,M4 Competition,2015,USA,new,4.3,831,294,2112,169,5.6,Diesel,RWD,CVT,14.1,421,97363,142179,Low,4,2,Low,12432,100000,11.486211811451804,11.864849139483473,RS
Ford,DBS,2020,USA,new,3.8,270,1510,1740,266,5.3,Petrol,FWD,DCT,5.6,416,343647,208116,Low,2,2,Low,2528,100000,12.747373156657943,12.24585570053963,Turbo
Aston Martin,Chiron,2015,Europe,new,1.7,1241,134,2338,238,6.8,Electric,FWD,Manual,5.7,422,355841,35680,Low,4,3,Medium,6476,20000,12.782242091092101,10.482373613207029,
McLaren,Mustang GT,2023,Asia,new,3.6,213,1194,2178,312,4.9,Electric,AWD,Manual,12.8,421,135715,147267,High,4,4,High,10980,1000,11.81831974602058,11.900009335129587,
Ferrari,911 Turbo S,1983,Asia,new,4.7,1396,226,1968,393,3.2,Diesel,RWD,DCT,12.0,304,189903,179604,Low,1,1,High,1006,100000,12.154273960296287,12.098515274106372,Turbo
Chevrolet,911 Turbo S,2009,USA,used,5.4,1259,588,1908,399,2.1,Diesel,RWD,Automatic,7.2,323,289166,126099,Medium,2,3,Medium,2551,20000,12.574759654872128,11.744830521953011,
Nissan,GT-R,2003,Europe,used,7.6,1508,321,1727,202,4.3,Diesel,RWD,CVT,8.2,142,254479,227697,High,4,1,Medium,6269,200,12.446977526423025,12.335775468526212,
Lamborghini,GT-R,1999,Asia,used,3.1,150,1361,1497,188,5.3,Petrol,FWD,DCT,11.1,206,442911,137872,Low,1,3,Low,5663,5000,13.001126383696429,11.834088250557572,
Chevrolet,DBS,2010,Europe,salvage,2.6,1159,1184,1916,202,2.9,Petrol,AWD,Automatic,12.9,161,435061,235635,Low,1,2,High,6340,100000,12.983243828650197,12.370043520444865,
Bugatti,911 Turbo S,2003,Europe,new,7.2,1096,1528,1100,270,2.1,Petrol,FWD,CVT,11.0,112,115241,107821,Medium,4,4,Low,1460,20000,11.654789544132907,11.588236998267863,
Nissan,GT-R,1986,USA,new,7.6,1374,1036,2282,235,6.5,Petrol,AWD,DCT,12.9,182,103826,48033,High,1,4,High,3446,5000,11.550481331496663,10.779664372473707,
McLaren,Chiron,2005,Europe,new,4.7,1240,455,1242,248,3.5,Petrol,AWD,DCT,7.3,379,194861,213837,Low,3,1,Low,561,20000,12.180046894705782,12.272973997981932,GT
Bugatti,GT-R,1992,Europe,salvage,2.3,582,1754,2135,267,4.3,Electric,FWD,Automatic,8.3,176,76242,175625,Low,3,3,High,14809,100000,11.24168088697679,12.076112013004114,RS
Chevrolet,Huracan,1987,Europe,used,4.7,471,224,1530,395,2.5,Electric,AWD,CVT,6.0,194,416661,131192,High,3,3,Low,9041,20000,12.940030620547653,11.784424800410232,Nismo
Ferrari,DBS,1984,Asia,new,2.3,522,322,1197,388,3.9,Electric,AWD,CVT,14.8,265,211853,208831,High,4,3,Low,504,1000,12.263652637160384,12.249285379952992,Supercharged
Ferrari,Corvette Z06,2023,USA,new,7.3,1505,1653,2078,241,4.1,Petrol,AWD,Automatic,13.1,107,98174,103357,Medium,3,3,Medium,2591,20000,11.49450687944621,11.545953968984016,Sport
McLaren,488 GTB,1992,USA,used,6.1,1399,1238,1597,287,6.5,Diesel,RWD,DCT,12.2,413,259714,64738,High,4,1,Low,7038,1000,12.467340154935494,11.078119080959949,
Porsche,720S,2008,Europe,new,3.1,1132,1320,2120,357,6.3,Electric,RWD,Automatic,6.9,257,339277,194510,Medium,3,1,High,6120,20000,12.734575109294974,12.178243995711371,Sport
BMW,488 GTB,1999,Europe,used,7.3,1266,184,2405,262,2.9,Electric,RWD,Automatic,12.0,118,436572,151462,Low,1,1,Low,5692,20000,12.986710879683196,11.928096649681477,
Lamborghini,488 GTB,1993,Asia,salvage,5.7,1100,672,1612,364,4.8,Petrol,RWD,DCT,13.6,385,20897,238298,Low,1,1,Low,12962,5000,9.947408739594056,12.381281466686925,
Porsche,M4 Competition,2011,USA,used,7.7,287,343,1829,232,5.7,Petrol,FWD,CVT,13.1,154,138178,165693,High,1,3,Medium,513,20000,11.83630522507927,12.01789799274095,
Ferrari,Corvette Z06,2006,Asia,salvage,7.9,940,1722,1677,214,3.5,Petrol,FWD,Manual,12.5,273,150081,53326,High,1,1,High,13830,1000,11.91893709037727,10.884198048496515,Track Edition
Ferrari,GT-R,2004,USA,new,1.6,1390,499,1278,150,4.0,Electric,FWD,Manual,8.9,265,262012,56665,High,4,1,Medium,6144,50,12.476149399832895,10.944929662589201,
Aston Martin,M4 Competition,1983,Asia,used,2.4,828,374,1647,330,6.9,Diesel,RWD,Automatic,12.7,372,187749,153111,High,2,2,Low,4467,5000,12.142866569626381,11.938924958717909,
Bugatti,488 GTB,2000,Europe,used,5.1,1396,1441,1605,323,5.8,Petrol,FWD,CVT,9.8,136,486371,135988,Low,3,2,High,8200,100000,13.094729042187646,11.820329279094093,
Chevrolet,Huracan,1997,Asia,used,7.7,295,1724,1266,399,4.2,Petrol,RWD,DCT,9.0,410,315488,115427,High,2,1,Low,7602,20000,12.66187909506241,11.656402237940615,Turbo
Lamborghini,720S,2018,Europe,used,8.0,163,290,2460,303,4.7,Diesel,RWD,CVT,14.6,424,427202,53536,Low,4,2,Low,12570,100000,12.965014589075375,10.888128282631824,Supercharged
McLaren,488 GTB,1994,USA,used,5.2,384,732,1670,375,5.1,Diesel,AWD,Automatic,6.5,141,280271,87876,High,2,2,High,13365,200,12.543515839191429,11.383693388455677,
Chevrolet,911 Turbo S,2017,USA,used,2.7,431,771,1994,279,4.5,Diesel,AWD,CVT,13.6,354,353870,235848,Low,2,2,Medium,11537,1000,12.776687718923965,12.370947048720378,
Aston Martin,Corvette Z06,2003,Europe,new,2.6,349,837,1951,177,4.1,Petrol,RWD,CVT,8.2,164,221945,115559,High,3,2,Medium,7818,1000,12.310189388022737,11.657545154580172,
Ferrari,Corvette Z06,1987,USA,new,6.5,1185,951,2316,233,3.8,Petrol,AWD,DCT,10.2,435,283388,26573,High,4,4,Medium,2739,20000,12.554575791088807,10.187688573151252,
McLaren,Corvette Z06,2007,Asia,new,5.4,1064,1507,2446,383,2.8,Electric,AWD,Manual,8.6,193,367146,114093,High,1,3,Low,14478,20000,12.813517591799117,11.644777949016145,
Ferrari,DBS,2000,Europe,salvage,5.1,638,938,1248,388,6.9,Electric,AWD,CVT,10.0,109,167645,125027,Medium,1,2,High,4212,5000,12.029609892379199,11.736292991200184,Sport
Lamborghini,DBS,1995,USA,salvage,4.6,1386,192,2041,304,2.5,Electric,AWD,CVT,13.2,279,32146,110168,Low,2,3,High,13114,20000,10.378074412714673,11.609770829411731,
Bugatti,Chiron,1995,Asia,new,6.2,1082,1203,2303,177,5.0,Electric,FWD,Manual,6.8,379,371107,106337,High,1,3,Medium,11701,5000,12.82424840434799,11.574377979283195,Track Edition
Chevrolet,Mustang GT,2014,Asia,new,7.1,344,574,2131,273,6.8,Electric,AWD,CVT,12.5,120,179829,183466,Medium,4,2,Medium,9298,20000,12.099767239159242,12.119790093791975,
Chevrolet,720S,1996,USA,salvage,3.5,1395,455,2346,180,3.9,Electric,RWD,CVT,9.5,279,147520,29958,Low,3,3,Low,2918,100000,11.90172581750931,10.307585059236986,RS
Porsche,M4 Competition,1988,USA,new,3.0,374,787,992,324,3.3,Petrol,AWD,CVT,14.3,178,206273,89950,High,4,4,High,13456,5000,12.236960661063568,11.407020356604264,
McLaren,GT-R,2014,Asia,new,5.9,149,1267,1040,284,6.8,Electric,AWD,Manual,10.5,232,42857,24947,High,1,3,Medium,3457,20000,10.665647604383027,10.124548937646013,Sport
BMW,488 GTB,2008,Europe,new,7.5,339,1598,1254,221,6.0,Petrol,FWD,Automatic,5.4,263,280514,51004,Medium,1,3,Low,2351,20000,12.54438247845093,10.839678946116619,
Aston Martin,Mustang GT,2018,USA,new,3.8,555,133,2446,373,5.3,Petrol,FWD,Manual,14.1,214,109268,74271,Low,3,3,Low,1438,100000,11.601568010880195,11.215489309074163,Sport
BMW,GT-R,1997,USA,used,3.3,1129,1559,1992,352,5.1,Diesel,FWD,Manual,14.2,377,47642,111316,Low,4,2,Medium,6648,5000,10.771490993778755,11.620137265941437,
Porsche,M4 Competition,1991,Europe,new,3.0,1110,146,1481,197,3.8,Petrol,AWD,Automatic,6.8,151,195387,131568,Medium,2,2,High,3006,1000,12.18274260421779,11.787286707814165,Nismo
Lamborghini,Mustang GT,1998,Europe,used,3.2,201,1193,1782,175,5.2,Petrol,RWD,DCT,14.7,183,483382,48186,High,2,4,Medium,12641,1000,13.088564579070031,10.782844554116963,
Aston Martin,GT-R,2001,USA,salvage,2.5,307,306,1023,332,5.6,Petrol,FWD,Manual,9.5,383,250448,235854,Low,4,3,Low,5084,1000,12.431010585964854,12.370972488402893,Supercharged
Bugatti,Huracan,1994,Europe,new,5.4,428,1200,2342,238,2.2,Diesel,AWD,CVT,14.1,386,229739,206877,Medium,4,2,Low,1556,5000,12.344703513699395,12.239884526518892,
BMW,DBS,1980,Asia,new,3.4,395,890,2446,284,2.6,Petrol,AWD,DCT,8.6,408,274684,210465,Medium,4,1,Low,11856,5000,12.523380265568795,12.257079398868758,
Bugatti,M4 Competition,1981,Asia,used,5.5,649,786,1502,361,3.6,Diesel,AWD,DCT,5.2,251,279073,124040,High,3,1,Medium,3385,200,12.539232258610365,11.728367435097399,
BMW,720S,1987,Asia,used,2.1,404,1109,2264,254,3.6,Electric,FWD,Automatic,13.0,353,326764,215355,Low,2,2,High,13818,20000,12.696996537089255,12.280047751714745,
Bugatti,911 Turbo S,2001,USA,new,2.3,1077,1177,1873,206,6.5,Petrol,AWD,DCT,13.9,400,100739,74187,Low,2,1,Medium,2301,100000,11.520298219299642,11.214357691009177,
BMW,Huracan,2004,Europe,new,5.0,182,657,1204,264,5.4,Electric,FWD,CVT,6.6,229,351374,6877,Medium,2,4,Medium,5868,5000,12.769609308208832,8.83608319099221,V-Spec
Bugatti,DBS,1981,Asia,new,4.9,941,1055,1702,335,3.9,Petrol,AWD,DCT,10.5,162,145081,66967,Low,2,2,Medium,2503,100000,11.885054378799476,11.111970172339891,
Porsche,Corvette Z06,1988,Europe,used,3.3,618,490,2080,371,6.0,Diesel,RWD,CVT,13.3,438,122544,220342,Low,3,3,Medium,5692,5000,11.716233588450326,12.302940702123143,Turbo
Nissan,DBS,1988,Asia,new,6.9,631,205,2011,269,3.6,Electric,RWD,Automatic,9.6,140,467786,137462,Medium,2,4,Low,8407,1000,13.055768343092378,11.831110068968217,
Aston Martin,Mustang GT,1992,Europe,new,2.8,436,279,2151,150,7.0,Petrol,AWD,DCT,12.9,188,38016,211996,Low,4,2,High,6625,100000,10.545788707090159,12.264327402610627,
McLaren,Chiron,1985,Asia,new,3.9,546,544,1836,231,5.9,Petrol,FWD,Manual,11.4,378,21338,107829,Low,2,4,Low,7801,100000,9.968291663401624,11.588311191876118,GT
Lamborghini,Huracan,2009,Asia,used,5.2,638,1249,1264,349,6.0,Diesel,AWD,Automatic,12.2,277,148888,188594,High,3,3,Low,10794,20000,11.910956340859252,12.14735713769539,V-Spec
Ford,Corvette Z06,1994,Asia,new,7.2,1050,1534,1891,178,3.3,Petrol,RWD,Automatic,14.2,429,69877,24056,Low,1,1,High,2932,100000,11.154506143346145,10.088181293475138,Sport
Ferrari,Mustang GT,1994,Asia,used,4.3,767,1655,1165,381,2.7,Electric,AWD,CVT,9.2,260,197985,171384,Low,3,3,Medium,6910,5000,12.195951600106103,12.051667766730427,Nismo
McLaren,M4 Competition,1986,Asia,new,4.2,795,394,983,299,3.9,Diesel,FWD,Automatic,12.7,142,115817,37141,Medium,2,3,Medium,3934,5000,11.65977527245593,10.522503683752998,Sport
Ferrari,720S,1990,Asia,new,5.3,135,1432,2135,373,3.7,Electric,FWD,Manual,12.1,154,459078,122338,Low,3,1,Medium,14212,100000,13.03697758752265,11.714551158821674,
Aston Martin,DBS,2019,Asia,used,3.6,551,377,2141,317,5.8,Electric,FWD,DCT,9.4,150,22585,154899,High,3,4,High,2348,1000,10.025085524283615,11.95053502640496,
McLaren,M4 Competition,2017,Asia,used,6.1,519,1082,1752,339,2.9,Petrol,FWD,DCT,8.8,264,341245,165156,Low,3,2,Medium,6895,100000,12.740358903800885,12.014651815630646,
Bugatti,Corvette Z06,2019,Asia,used,3.2,463,1363,1648,163,4.6,Petrol,RWD,DCT,13.8,162,178613,154751,Low,3,2,High,4250,1000,12.092982331810406,11.949579114534409,Turbo
Bugatti,Mustang GT,1981,Europe,used,6.9,467,1093,1050,397,5.1,Diesel,FWD,CVT,7.0,422,329962,225000,Medium,4,4,Medium,12419,20000,12.706735805944488,12.323860125621124,
Ford,Chiron,2018,Europe,new,3.3,977,646,1585,279,3.9,Diesel,FWD,Manual,8.2,348,296245,37170,Low,1,2,High,9256,100000,12.59894546923062,10.52328416634614,
Ferrari,DBS,1989,USA,used,8.0,1241,652,1039,312,3.0,Diesel,RWD,CVT,14.7,426,237431,78920,Low,3,2,Low,4686,100000,12.377636545671168,11.276202631115575,GT
Lamborghini,720S,2023,Asia,new,3.6,398,1202,954,220,6.5,Electric,FWD,DCT,7.8,206,207420,74100,Low,2,3,High,12252,100000,12.242505823267964,11.21318430646977,
Aston Martin,Chiron,1996,Europe,new,7.2,194,1503,2064,344,2.7,Electric,RWD,DCT,13.7,276,238226,156373,Low,4,3,High,9464,5000,12.380979279605642,11.960005852864672,GT
Bugatti,GT-R,1986,Europe,used,4.1,807,1737,973,274,3.5,Electric,FWD,Manual,8.7,228,430889,98737,Medium,1,4,Low,9049,20000,12.973608116093978,11.500225156391997,
Nissan,Mustang GT,2019,Europe,used,3.2,1217,232,2058,228,5.8,Electric,FWD,CVT,10.5,354,36865,42703,Low,4,1,High,6907,100000,10.515044996056119,10.662047871644305,V-Spec
Porsche,M4 Competition,2018,Europe,used,3.0,1423,1419,1896,256,5.0,Petrol,FWD,Manual,9.0,292,402061,104257,High,3,1,High,4028,50,12.904361584564832,11.554623875325904,
Porsche,DBS,1983,Europe,used,7.0,786,376,1807,247,5.7,Diesel,FWD,DCT,7.2,193,294072,187453,Medium,2,3,Medium,10669,20000,12.591583314819372,12.141288760960123,
BMW,DBS,2014,Europe,salvage,3.6,910,448,1728,299,6.0,Petrol,AWD,Manual,11.9,195,438196,16123,High,2,1,High,9600,200,12.990423859931113,9.688064124237057,
Lamborghini,Corvette Z06,2015,USA,new,3.8,458,896,1541,167,6.5,Petrol,AWD,Manual,14.7,276,476636,193579,High,4,2,High,9718,5000,13.074510473868893,12.17344614270308,
Porsche,720S,2010,Europe,salvage,2.9,647,1378,1643,195,3.5,Electric,FWD,CVT,13.9,146,318613,83313,High,2,3,Medium,1550,200,12.671735617739985,11.33037188126011,RS
BMW,911 Turbo S,2004,USA,used,7.8,991,170,925,231,4.4,Diesel,FWD,CVT,14.9,226,337050,88924,High,2,1,Low,12837,5000,12.727989533196038,11.395548596816656,Nismo
Ferrari,GT-R,2020,USA,used,3.2,550,340,2411,340,5.4,Electric,FWD,Manual,11.9,365,449990,217082,Medium,1,1,Low,10584,20000,13.016982861546499,12.288035047871787,
Bugatti,Chiron,1992,Asia,used,3.2,1466,902,1334,272,6.0,Electric,AWD,Automatic,5.3,399,159980,178698,Low,2,2,High,9001,100000,11.982810337164624,12.09345810516096,GT
Bugatti,Huracan,1997,Asia,used,7.6,438,715,961,247,4.9,Diesel,FWD,Automatic,10.5,339,349537,84661,Low,2,3,Low,1392,20000,12.76436756149818,11.346422137703268,
Nissan,Huracan,2000,Asia,used,7.4,943,1373,2123,313,4.6,Diesel,RWD,CVT,11.2,399,137498,244406,Medium,4,1,Medium,9259,5000,11.831371923335043,12.40659014744061,
McLaren,DBS,1980,Europe,new,3.2,975,341,1389,195,5.5,Petrol,AWD,DCT,6.2,324,221861,112700,High,4,1,High,14983,5000,12.30981084594597,11.632493573102964,
Porsche,Corvette Z06,2015,Asia,salvage,7.1,1091,1062,1392,252,3.9,Electric,AWD,DCT,13.3,103,387104,170466,Low,4,1,High,14720,100000,12.86645125304135,12.046297008585706,
Ferrari,488 GTB,1987,Europe,new,3.2,1342,1197,1578,388,6.5,Electric,AWD,CVT,12.3,163,438075,52403,High,2,4,High,1127,1000,12.990147690288161,10.866738203273561,
Chevrolet,DBS,2000,Europe,new,2.1,850,1416,1367,379,3.1,Electric,FWD,CVT,9.5,409,337350,153210,High,4,2,Low,10349,20000,12.728879210331598,11.939571335277599,Nismo
Porsche,Huracan,2022,Asia,new,6.9,1195,317,2039,186,6.4,Diesel,RWD,Manual,7.9,335,134811,49173,High,2,4,Low,12747,200,11.811636494269743,10.80312030751414,
Lamborghini,Huracan,2000,Asia,new,6.5,719,247,2294,393,5.2,Electric,AWD,DCT,7.2,352,240356,229890,Low,1,1,Low,10277,100000,12.389880597091889,12.345360562529576,
McLaren,GT-R,2006,USA,new,3.5,449,1747,1550,167,5.0,Electric,RWD,Automatic,14.6,268,400305,76526,High,3,3,Low,12893,1000,12.899984533626766,11.245398898722012,V-Spec
Porsche,M4 Competition,1998,USA,new,2.2,1140,1152,2155,320,4.3,Electric,RWD,CVT,13.0,129,324659,64203,Medium,3,2,Low,11595,5000,12.690533759864836,11.069820793033108,
Ferrari,488 GTB,2002,Europe,new,2.9,574,1106,1347,253,2.8,Electric,RWD,CVT,11.9,170,389995,142333,High,3,3,Medium,1863,1000,12.873891761642975,11.865931687372433,Supercharged
Porsche,DBS,2022,Europe,new,6.5,415,346,2137,306,6.3,Petrol,FWD,DCT,14.5,329,343028,207680,Low,4,2,Medium,2830,100000,12.745570270679043,12.243758527586424,V-Spec
Lamborghini,GT-R,2014,Asia,new,7.8,300,677,1107,353,2.3,Diesel,FWD,DCT,7.0,449,370042,31477,Low,1,4,Low,6661,100000,12.821374494084042,10.357044168111546,
Chevrolet,Corvette Z06,2019,Asia,new,3.3,392,1277,1901,295,3.3,Petrol,FWD,Automatic,13.6,235,218969,30393,High,3,4,Medium,12175,5000,12.296690013113787,10.32200049949355,
Aston Martin,GT-R,2021,USA,salvage,6.8,1071,1159,2025,372,2.5,Diesel,AWD,CVT,10.8,184,292305,135850,High,2,1,Low,4567,50,12.585556477744634,11.819313975887393,Nismo
